OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1001910,AV2001910,2025-12-27 14:16:00.000000,2025-12-27 16:05:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000232,AV2000232,2025-12-27 14:45:11.081685,2025-12-28 01:55:11,Línea 4 - Alfajores,Robot paletizador,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001911,AV2001911,2025-12-27 15:17:00.000000,2025-12-27 15:53:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001914,AV2001914,2025-12-28 07:32:00.000000,2025-12-28 08:19:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001913,AV2001913,2025-12-28 20:21:00.000000,2025-12-28 21:30:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001912,AV2001912,2025-12-28 21:37:00.000000,2025-12-28 21:53:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001915,AV2001915,2025-12-29 10:03:00.000000,2025-12-29 10:17:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001916,AV2001916,2025-12-30 03:53:00.000000,2025-12-30 05:49:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001917,AV2001917,2025-12-31 00:42:00.000000,2025-12-31 01:36:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001918,AV2001918,2025-12-31 06:22:00.000000,2025-12-31 07:29:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000271,AV2000271,2025-12-31 15:40:07.384291,2026-01-01 17:14:07,Línea 1 - Galletas soda,Envasadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001919,AV2001919,2026-01-01 00:35:00.000000,2026-01-01 01:07:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001921,AV2001921,2026-01-01 04:34:00.000000,2026-01-01 05:25:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001920,AV2001920,2026-01-01 18:54:00.000000,2026-01-01 19:13:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001922,AV2001922,2026-01-01 22:06:00.000000,2026-01-01 22:47:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001924,AV2001924,2026-01-02 01:22:00.000000,2026-01-02 03:18:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000328,AV2000328,2026-01-02 12:31:04.987721,2026-01-06 22:59:04,Línea 1 - Galletas soda,Horno,Caída de temperatura,Termocupla defectuosa enviando valores erráticos. Reemplazo y calibración en PID.,Correctivo,MEC_01,Sistema Automático
OT1001925,AV2001925,2026-01-02 14:54:00.000000,2026-01-02 15:33:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001923,AV2001923,2026-01-02 21:06:00.000000,2026-01-02 21:54:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000081,AV2000081,2026-01-03 02:47:28.120227,2026-01-04 22:16:28,Línea 4 - Alfajores,Envasadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001927,AV2001927,2026-01-03 07:54:00.000000,2026-01-03 09:43:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001926,AV2001926,2026-01-03 15:00:00.000000,2026-01-03 15:11:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000263,AV2000263,2026-01-03 21:09:39.706358,2026-01-04 14:57:39,Línea 2 - Galleta tipo oblea,Elaboración,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001930,AV2001930,2026-01-04 07:36:00.000000,2026-01-04 09:18:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001931,AV2001931,2026-01-04 08:10:00.000000,2026-01-04 08:31:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001929,AV2001929,2026-01-04 10:52:00.000000,2026-01-04 11:40:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001928,AV2001928,2026-01-04 15:00:00.000000,2026-01-04 16:15:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000329,AV2000329,2026-01-04 19:18:58.561712,2026-01-10 12:21:58,Línea 1 - Galletas soda,Horno,Alarma de gases,Fallo en el motor de extracción de gases. Se reemplazaron rodamientos.,Correctivo,MEC_01,Sistema Automático
OT1001932,AV2001932,2026-01-05 10:46:00.000000,2026-01-05 11:08:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000026,AV2000026,2026-01-05 14:25:11.636354,2026-01-07 02:35:11,Línea 3,Envasadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1000125,AV2000125,2026-01-05 16:15:17.171880,2026-01-06 19:11:17,Línea 4 - Alfajores,Envasadora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001934,AV2001934,2026-01-05 17:37:00.000000,2026-01-05 19:31:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001933,AV2001933,2026-01-05 23:45:00.000000,2026-01-06 00:11:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001937,AV2001937,2026-01-06 15:57:00.000000,2026-01-06 17:50:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000165,AV2000165,2026-01-06 19:49:30.856011,2026-01-07 15:28:30,Línea 5 - Galleta exportada,Robot empaquetador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001936,AV2001936,2026-01-06 21:16:00.000000,2026-01-06 22:29:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001935,AV2001935,2026-01-06 23:07:00.000000,2026-01-07 00:44:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001938,AV2001938,2026-01-07 19:11:00.000000,2026-01-07 21:09:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001939,AV2001939,2026-01-07 21:18:00.000000,2026-01-07 22:02:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001940,AV2001940,2026-01-08 07:20:00.000000,2026-01-08 08:39:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000289,AV2000289,2026-01-08 18:44:08.809029,2026-01-09 12:29:08,Línea 3,Robot Paletizador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001942,AV2001942,2026-01-08 20:07:00.000000,2026-01-08 22:01:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001941,AV2001941,2026-01-08 20:38:00.000000,2026-01-08 22:23:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001943,AV2001943,2026-01-09 20:23:00.000000,2026-01-09 22:10:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001946,AV2001946,2026-01-10 00:30:00.000000,2026-01-10 01:42:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001947,AV2001947,2026-01-10 06:45:00.000000,2026-01-10 07:22:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001944,AV2001944,2026-01-10 12:45:00.000000,2026-01-10 13:54:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001945,AV2001945,2026-01-10 18:38:00.000000,2026-01-10 20:06:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001949,AV2001949,2026-01-11 08:36:00.000000,2026-01-11 10:19:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001948,AV2001948,2026-01-11 22:22:00.000000,2026-01-11 23:08:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001952,AV2001952,2026-01-12 00:35:00.000000,2026-01-12 02:17:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001950,AV2001950,2026-01-12 05:58:00.000000,2026-01-12 06:29:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001951,AV2001951,2026-01-12 08:30:00.000000,2026-01-12 09:47:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001954,AV2001954,2026-01-13 01:16:00.000000,2026-01-13 01:45:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001955,AV2001955,2026-01-13 06:27:00.000000,2026-01-13 08:12:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000330,AV2000330,2026-01-13 07:09:47.567980,2026-01-18 11:28:47,Línea 1 - Galletas soda,Horno,Caída de temperatura,Termocupla defectuosa enviando valores erráticos. Reemplazo y calibración en PID.,Correctivo,MEC_01,Sistema Automático
OT1001953,AV2001953,2026-01-13 08:35:00.000000,2026-01-13 09:52:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001956,AV2001956,2026-01-13 21:01:00.000000,2026-01-13 22:41:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001958,AV2001958,2026-01-14 07:47:00.000000,2026-01-14 09:00:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001957,AV2001957,2026-01-14 18:06:00.000000,2026-01-14 18:32:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001962,AV2001962,2026-01-15 00:52:00.000000,2026-01-15 01:13:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001960,AV2001960,2026-01-15 03:40:00.000000,2026-01-15 04:11:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001961,AV2001961,2026-01-15 04:28:00.000000,2026-01-15 04:54:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001959,AV2001959,2026-01-15 15:17:00.000000,2026-01-15 15:36:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001966,AV2001966,2026-01-16 00:08:00.000000,2026-01-16 01:22:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001963,AV2001963,2026-01-16 04:19:00.000000,2026-01-16 04:50:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001965,AV2001965,2026-01-16 04:22:00.000000,2026-01-16 06:01:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001964,AV2001964,2026-01-16 07:20:00.000000,2026-01-16 08:51:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000331,AV2000331,2026-01-16 08:10:36.685706,2026-01-19 23:23:36,Línea 1 - Galletas soda,Horno,Problema en quemador,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,Correctivo,MEC_01,Sistema Automático
OT1001967,AV2001967,2026-01-17 12:09:00.000000,2026-01-17 12:32:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000005,AV2000005,2026-01-18 11:49:53.320935,2026-01-19 07:32:53,Línea 5 - Galleta exportada,Cookie Capper,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001969,AV2001969,2026-01-18 16:40:00.000000,2026-01-18 17:36:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001968,AV2001968,2026-01-18 21:07:00.000000,2026-01-18 21:45:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001970,AV2001970,2026-01-19 13:27:00.000000,2026-01-19 14:52:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001971,AV2001971,2026-01-20 09:09:00.000000,2026-01-20 09:54:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001972,AV2001972,2026-01-20 11:42:00.000000,2026-01-20 13:30:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
